SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily River Water Discharge (m3/sec)
125,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,11-10-2002 08:00,4.4026346
126,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,12-10-2002 08:00,5.5009108
127,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,13-10-2002 08:00,5.5009108
128,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,14-10-2002 08:00,5.6574836
129,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,15-10-2002 08:00,5.6574836
130,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,16-10-2002 08:00,5.5009108
131,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,17-10-2002 08:00,5.198587
132,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,18-10-2002 08:00,4.2657814
133,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,19-10-2002 08:00,4.4026346
134,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,20-10-2002 08:00,2.1217892
135,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,21-10-2002 08:00,2.2985573
136,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,22-10-2002 08:00,0.33728197
137,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,23-10-2002 08:00,0.30721593
138,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,24-10-2002 08:00,0.065104395
139,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,25-10-2002 08:00,0.05302191
140,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,26-10-2002 08:00,0.05302191
141,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,27-10-2002 08:00,0.05302191
142,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,28-10-2002 08:00,0.065104395
143,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,29-10-2002 08:00,0.30721593
144,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,30-10-2002 08:00,0.9785585
145,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,31-10-2002 08:00,1.9149188
146,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,01-11-2002 00:08,1.6908257
147,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,02-11-2002 08:00,1.5483924
148,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,03-11-2002 08:00,1.5483924
149,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,04-11-2002 08:00,1.4813305
150,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,05-11-2002 08:00,1.1556832
151,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,06-11-2002 08:00,0.30721593
152,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,07-11-2002 08:00,0.40148962
153,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,08-11-2002 08:00,0.81400454
154,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,09-11-2002 08:00,1.1556832
155,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,10-11-2002 08:00,1.4813305
156,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,11-11-2002 08:00,1.5483924
157,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,12-11-2002 08:00,1.5483924
158,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,13-11-2002 08:00,1.4813305
159,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,14-11-2002 08:00,1.4813305
160,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,15-11-2002 08:00,1.5483924
161,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,16-11-2002 08:00,1.4813305
162,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,17-11-2002 08:00,1.4123942
163,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,18-11-2002 08:00,1.3472867
164,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,19-11-2002 08:00,1.2831683
165,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,20-11-2002 08:00,0.30721593
166,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,21-11-2002 08:00,0.24999207
167,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,22-11-2002 08:00,0.24999207
168,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,23-11-2002 08:00,0.19810611
169,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,24-11-2002 08:00,0.30721593
170,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,25-11-2002 08:00,0.3681217
171,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,26-11-2002 08:00,0.43563506
172,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,27-11-2002 08:00,0.43563506
173,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,28-11-2002 08:00,0.3681217
174,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,29-11-2002 08:00,0.33728197
175,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,30-11-2002 08:00,0.19810611
176,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,01-12-2002 08:00,0.091816954
177,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,02-12-2002 08:00,0.091816954
178,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,03-12-2002 08:00,0.078070186
179,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,04-12-2002 08:00,0.065104395
180,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,05-12-2002 08:00,0.065104395
181,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,06-12-2002 08:00,0.05302191
182,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,07-12-2002 08:00,0.05302191
183,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,26-07-2003 08:00,0.018
184,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,27-07-2003 08:00,0.038
185,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,28-07-2003 08:00,0.038
186,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,29-07-2003 08:00,0.05
187,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,30-07-2003 08:00,0.062
188,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,31-07-2003 08:00,0.062
189,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,01-08-2003 08:00,0.075950705
190,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,02-08-2003 08:00,0.075950705
191,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,03-08-2003 08:00,0.10736514
192,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,04-08-2003 08:00,0.14255573
193,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,05-08-2003 08:00,0.1825233
194,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,06-08-2003 08:00,0.33376548
195,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,07-08-2003 08:00,0.90367013
196,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,08-08-2003 08:00,6.955859
197,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,09-08-2003 08:00,6.955859
198,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,10-08-2003 08:00,6.811892
199,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,11-08-2003 08:00,6.811892
200,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,12-08-2003 08:00,6.955859
201,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,13-08-2003 08:00,6.955859
202,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,14-08-2003 08:00,7.0937276
203,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,15-08-2003 08:00,7.2392416
204,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,16-08-2003 08:00,7.2392416
205,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,17-08-2003 08:00,7.5324793
206,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,18-08-2003 08:00,8.434901
207,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,19-08-2003 08:00,8.747015
208,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,20-08-2003 08:00,9.069336
209,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,21-08-2003 08:00,9.231608
210,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,22-08-2003 08:00,10.019724
211,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,23-08-2003 08:00,11.464182
212,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,24-08-2003 08:00,10.810359
213,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,25-08-2003 08:00,10.019724
214,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,26-08-2003 08:00,9.069336
215,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,27-08-2003 08:00,7.977917
216,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,28-08-2003 08:00,8.283445
217,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,29-08-2003 08:00,7.977917
218,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,30-08-2003 08:00,7.6801767
219,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,31-08-2003 08:00,7.2392416
220,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,01-09-2003 08:00,6.398252
221,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,02-09-2003 08:00,6.1306825
222,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,03-09-2003 08:00,5.867926
223,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,04-09-2003 08:00,5.4772115
224,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,05-09-2003 08:00,21.44263
225,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,06-09-2003 08:00,34.334343
226,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,07-09-2003 08:00,21.702877
227,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,08-09-2003 08:00,20.656199
228,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,09-09-2003 08:00,19.894726
229,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,10-09-2003 08:00,7.2392416
230,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,11-09-2003 08:00,6.398252
231,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,12-09-2003 08:00,5.7368226
232,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,13-09-2003 08:00,7.977917
233,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,14-09-2003 08:00,7.6801767
234,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,15-09-2003 08:00,7.6801767
235,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,16-09-2003 08:00,7.6801767
236,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,17-09-2003 08:00,8.283511
237,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,18-09-2003 08:00,7.6801767
238,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,19-09-2003 08:00,7.6801767
239,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,20-09-2003 08:00,7.6801767
240,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,21-09-2003 08:00,6.955859
241,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,22-09-2003 08:00,6.811892
242,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,23-09-2003 08:00,6.811892
243,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,24-09-2003 08:00,6.6754985
244,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,25-09-2003 08:00,18.902782
245,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,26-09-2003 08:00,10.019724
246,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,27-09-2003 08:00,11.633061
247,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,28-09-2003 08:00,10.810359
248,BENDI,Andhra Pradesh SW,28,Andhra Pradesh,519,SRIKAKULAM,PALASA,-,-,-,East flowing rivers between Mahanadi and Pennar,-,-,-,-,18.72500000,84.38777778,29-09-2003 08:00,9.869832
